Book,Chapter,Verse,Text
1KI,6,3,"Oñ ujiji agbaru ki dʼo̩gba uña e̩gahi unyi le̩ chʼohibo̩wo̩ ogu, alu kʼunabe̩ unyi le̩ de̩; unefu-wñ la chʼohibo̩wo̩ me̩gwa o̩gba unyi."
1KI,6,4,Oñ i fʼoli iwido che todu unyi le̩ kʼoli-wñ chʼeko̩fi omune̩ da ki chʼe̩gudu jo̩.
1KI,6,5,Oñ i fʼo̩pata fia nʼoji omune̩ ki dachi nʼo̩do̩ unyi le̩ daka. I lʼunyi e̩gahi kpai uña efo̩ e-efo̩ daka. Oñ i fʼu ko̩da ki chʼunyi unyi lo daka.
1KI,6,6,"Unabe̩ o̩pata o̩gane̩ chʼohibo̩wo̩ me̩lu, unabe̩ e-ki dʼalumeji chʼohibo̩wo̩ me̩fa, unabe̩ e̩ke̩ta-wñ ate̩ chʼohibo̩wo̩ mebie; todu i fʼagbamune̩-wñ che kʼi dufu o̩do̩da o̩lʼo̩do̩ le̩ alo daka, todu kʼe̩wñ du ki we egwunyʼo̩do̩ unyi le̩ onugo."
1KI,6,7,"Unyi ku ma ane le̩, ma nʼokuta ku ma ñwo̩che kpa kwef oko ne; ma gbʼiche̩ ihama kpai e̩do̩ kpai e̩wñ ido̩na ebije du abu ku ma jʼo̩mo̩ ane̩ n."
1KI,6,8,"Alugbana unyi ki yamo̩ akolo-wñ alumeji dʼo̩wo̩ awo̩to̩ unyi; oñ ma te̩gu agube ki chʼadagbala gbogbo tʼunyi alumeji, ma kwef e-alumeji le̩ tef e̩ke̩ta-wñ."
1KI,6,9,"Abe̩le̩ i kʼunyi le̩, oñ i fʼu kpoji: i la kʼugbo̩lo̩ oli kpai akatakpo oli sida te̩ rʼoji-wñ."
1KI,6,10,"Oñ i fʼunyi ki nʼoji omune̩ le̩ ko̩ yamo̩ o̩lo̩do̩ unyi le̩ du, o̩gba-wñ okoke chʼohibo̩wo̩ me̩lu; agbamune̩-wñ chʼigbo oli sida ki kado unyi le̩."
1KI,6,11,"Tak o̩la Jihofa lewʼugbo So̩lo̩mo̩n kakini,"
1KI,6,12,"I chʼe-unyi kʼuwe̩ ako̩-i iche̩wñ kʼe̩ jʼalule̩ teju e̩wñ uhio̩me̩-mi, kʼe̩ kʼajo̩ alu kʼomi ñwate̩, kʼe̩ la de uko̩-mi du kʼe̩ lule̩ teju-wñ; mak u naje̩ ñw o̩la-mi lonyane̩ ugbo we̩, owñ chʼe-kʼu ka ñwu Defid ata-we̩"
1KI,6,13,"Tak omi agugu ef amo̩ma Israe̩l, u ñʼahi abo-mi Israe̩l tinyo̩ n."
1KI,6,14,"Abe̩le̩ So̩lo̩mo̩n fʼunyi le̩ ko, oñ i fʼu kpoji."
1KI,6,15,"I nʼakatakpo oli sida chʼo̩do̩ unyi le̩ ejefu. Akwʼe̩rane̩ o̩do̩ le̩ gbogbo kad o̩pata-wñ ate̩, i mʼoli ko bʼo ma ejefu; oñ i kʼoli fir bʼajita unyi le̩ ma."
1KI,6,16,"I la nʼakatakpo oli sida ko̩ ohibo̩wo̩ ogu unyi le̩ ejubi, akwʼane̩pe̩te̩-wñ gbogbo wa kad o̩pata-wñ ate̩; i la fʼu ko̩ ejefu-wñ abe̩le̩, kʼi chʼunyi ejefu kʼi chʼuña kiafo̩ e-efo̩ le̩."
1KI,6,17,"Oñ unyi le̩, owñ chʼunyi e̩gahi ejo̩gba-wñ, chʼohibo̩wo̩ o̩gbo̩ meji."
1KI,6,18,Oli sida ki bʼejefu unyi le̩ ma chʼe̩kina dab e̩rʼugba kpai ododo; oli sida i che chaka; ma li okuta-wñ du n.
1KI,6,19,"Oñ i fʼuña kiafo̩ ñwo̩che alumeji unyi ejefu le̩, kʼi dʼakpati alo Jihofa gugu o̩mo̩."
1KI,6,20,"Ujiji ejefu uña kiafo̩ le̩ chʼohibo̩wo̩ ogu, unabe̩-wñ la chʼohibo̩wo̩ ogu, o̩gba-wñ laño̩ chʼohibo̩wo̩ ogu ge̩; tak i mʼo̩jamalia hiolo ko gamʼo̩ oñ i ño̩ ko gamʼo̩la ubo̩ iche̩bo̩ ku ma nʼoli sida che ge̩."
1KI,6,21,"Abe̩le̩ So̩lo̩mo̩n kʼo̩jamalia hiolo gamʼejefu unyi le̩, oñ i mʼiyagba o̩jamalia ko kofi o̩gba uña kiafo̩ le̩ da; i la mʼo̩jamalia ko gamʼo̩."
1KI,6,22,Abe̩le̩ i kʼo̩jamalia gamʼo̩lʼunyi le̩ chaka gbogbo taku ma fʼuko̩lo̩ unyi le̩ chekpa; i ño̩ kʼo̩jamalia gamʼo̩la ubo̩ iche̩bo̩ e-uña kiafo̩ le̩ chaka ge̩.
1KI,6,23,"Tak i nʼoli o̩lif fʼiche̩rub meji gbe̩ ef uña kiafo̩ le̩, o̩gba-wñ mejeji chʼohibo̩wo̩ me̩gwa."
1KI,6,24,"Ika che̩rub o̩wo̩ ʼka la chʼohibo̩wo̩ me̩lu, ika-wñ o̩wo̩ ekeji chʼohibo̩wo̩ me̩lu ge̩; akwo otitala ika-wñ o̩wo̩ʼka tʼotitala ika-wñ o̩wo̩ ekeji chʼohibo̩wo̩ me̩gwa."
1KI,6,25,"Che̩rub ekeji laño̩ chʼohibo̩wo̩ me̩gwa ge̩. E̩ñwa iche̩rub meji le̩ chʼoka, alu kʼo̩la-wñ mejeji le̩ de̩ la chʼoka."
1KI,6,26,"O̩gba che̩rub oka chʼohibo̩wo̩ me̩gwa, abe̩le̩ che̩rub ekeji de̩ ge̩."
1KI,6,27,"Tak i mʼiche̩rub le̩ ko jʼef unyi ejefu le̩; ika iche̩rub la chenadala, todu kʼikaʼka ki kad o̩do̩ʼka, kʼika che̩rub ekeji la kad o̩do̩ ekeji; ika-ma la kad omune̩ alumeji unyi le̩."
1KI,6,28,Oñ i kʼo̩jamalia wenyʼiche̩rub meji le̩ o̩la.
1KI,6,29,"I la fʼina ko̩ nyu o̩lo̩do̩ unyi le̩ du daka, ejefu-wñ kpai ejo̩do̩da-wñ, ina-wñ chʼuwo̩li iche̩rub, kpai oli ki dab e̩kpe, kpai ododo ki mutu."
1KI,6,30,"I la mʼo̩jamalia ko bʼajita unyi le̩ ma, tʼejefu, tʼejo̩do̩da."
1KI,6,31,Oñ i nʼoli olif chʼolugbana tod alu o̩na unyi kiafo̩ le̩: oli afida ate̩ alugbana kpai oli akolo-wñ chʼukpe̩re̩lu-wñ.
1KI,6,32,"Oli o̩lif oñ i ne̩ che o̩lugbana meji; oñ i fʼina iche̩rub kpai oli ki dab e̩kpe̩ kpai ododo ki mutu ko̩ nyʼu, tak i kʼo̩jamalia gamʼo̩la-wñ; oñ i mʼo̩jamalia ko nadala bʼo̩la iche̩rub kpai oli ki dab e̩kpe̩ le̩ ma."
1KI,6,33,"Abe̩le̩ i ño̩ ne̩ oli o̩lif che oli alugbana unyi e̩gahi onugo, owñ chʼukpe̩re̩le̩-wñ;"
1KI,6,34,"kpai olugbana oli fir meji: olugbana-wñ oka chʼe̩kpana meji kʼi aguche̩ nʼo̩la-wñ, oñ e̩kpana olugbana ekeji le̩ aguche̩ nʼo̩la-wñ ge̩."
1KI,6,35,"Tak i fʼina iche̩rub kpai oli ki dab e̩kpe̩ kpʼododo ki mutu ko nyʼu; oñ i kʼo̩jamalia gamʼo̩, i fʼu ka tunyʼina-wñ."
1KI,6,36,"Tak i nʼokuta ku ma da ne anuku, o̩gba okuta me̩ta nʼoji omune̩, tak igbo oli sida mud o̩gba omune̩ noji e-le̩."
1KI,6,37,"Ma la fʼe̩re̩ unyi Jihofa nyane̩ ef ochu Zif, o̩do̩ e̩ke̩le̩."
1KI,6,38,"Oñ o̩do̩ e̩ke̩gwaka, ochu Bul, owñ chʼochu e̩ke̩jo̩, ma fʼuko̩lo̩ unyi le̩ che kpa kpai e̩ko̩da-wñ chaka, teju alu du ku ma ñwa te̩. Abe̩le̩ i dʼef unyi le̩ eko̩ o̩do̩ mebie."
1KI,7,1,"So̩lo̩mo̩n la dʼef unyi e-wñ onugo eko̩ o̩do̩ me̩gwe̩ta, abe̩le̩ i fʼuko̩lo̩ unyi-wñ chekpa."
1KI,7,2,"Todu i nʼoli kwʼef oko Le̩bano̩n kʼunyi-wñ le̩: ujiji-wñ chʼohibo̩wo̩ ogume̩lu, unabe̩-wñ la chʼohibo̩wo̩ ooje, o̩gba-wñ la chʼohibo̩wo̩ ogue̩gwa, i tane̩ oji oli sida ku ma ko che oli urane̩-wñ o̩gba o̩gba me̩le̩, igbo oli sida la nʼoji oli urane̩-wñ le̩."
1KI,7,3,Taku ma fʼoli sida te̩ru oji igbo oli o̩gbo̩ meji nyoke me̩lu ki nʼoji oli urane̩ le̩: o̩gbaʼka-wñ chʼe̩gwe̩lu.
1KI,7,4,"Tak igbo oli jo̩ o̩gba o̩gba me̩ta, ope-wñ la chʼaro̩ne omune̩ o̩gba o̩gba me̩ta."
1KI,7,5,"Ma nʼoli ku ma fa ago̩go̩ me̩le̩ chʼolugbana-wñ chaka kpai oli ugbogaga-wñ, igbo oli ma ne̩ che. Ope-wñ la kpejurʼope o̩gba o̩gba me̩ta."
1KI,7,6,"Tak i mʼoli urane̩ ko chʼagbaru-wñ; ujiji-wñ la chʼo̩hibo̩wo̩ ooje, unabe̩-wñ la chʼo̩hibo̩wo̩ ogue̩gwa; tak i nʼagbaru ej o̩gba e-le̩; oñ ma ko oli urane̩ dago jʼej o̩gba e-le̩ ge̩, oñ i fʼubo̩ alugbana ne o̩mo̩."
1KI,7,7,"Tak i fʼatakpa ugbo kʼi akpʼede kʼi akajo̩ ko̩, owʼñ chʼatakpa ajo̩: oñ ma kʼoli sida bʼo̩la-wñ ma akwo ajita-wñ o̩gane̩ kad o̩pata-wñ ate̩."
1KI,7,8,"Tak unyi-wñ ugbo kʼi ache kʼi gugu owñ chʼanuku ekeji ejefu atakpa le̩, ma che uko̩lo̩ e-le̩ abe̩le̩ ge̩. I ño̩ fʼunyi ko̩ tod o̩ma Fero (owñ chʼe-ki So̩lo̩mo̩n ne̩ chʼo̩ya), e-le̩ dab atakpa le̩ ge̩."
1KI,7,9,"Ma kʼokuta kʼalaja-wñ chʼe̩kpuna ne e̩wñ-i du, owñ chʼokuta ku ma da, e-ku ma fuñwa ojoji ojoji, ma nʼiso̩ le, tʼejefu, tʼejo̩do̩da-wñ, akwo e̩re̩-wñ gbogbo kad okuta ki kpʼoji-wñ ate̩; abe̩le̩ i de̩ ejo̩do̩da ge̩ gbogbo wa ologbo lile."
1KI,7,10,"Okuta udane̩-wñ ño̩ chenʼo̩ko̩ nana, okuta-wñ chʼelilelile. I nʼokuta ki chʼo̩hibo̩wo̩ me̩gwa, i ño̩ nʼokuta ki chʼohibo̩wo̩ me̩jo̩ ge̩."
1KI,7,11,"Oji-wñ ate̩ laño̩ chʼokuta ki nʼo̩ko̩ nana ge̩, okuta ku ma da e̩ñwa e̩ñwa i che, kpai oli sida."
1KI,7,12,"Oñ ologbo lile ki lʼo daka chʼokuta ku ma da ku ma ne nʼoji omune̩ o̩gba o̩gba me̩ta, oñ o̩gba-wñ oka chʼigbo oli sida, i dab anuku unyi Jihofa kpai agbaru unyi le̩."
1KI,7,13,Tak onu So̩lo̩mo̩n fʼonuche̩ kpe̩ adu Hairam kwo Taya wa.
1KI,7,14,"Owñ chʼo̩ma o̩yaukuo̩ko̩ kʼi chʼabo o̩lo̩pu Naftali, ata-wñ la chʼe̩ne̩ Taya, e̩ne̩ ki ache uko̩lo̩ ebijeikpa i che; ibe kpai oji e̩wñ ema kpai o̩ka uko̩lo̩ eche chʼe̩kʼefu-wñ, i ache uko̩lo̩ du ku ma nʼebijeikpa che. Oñ e̩ne̩ le̩ lewa ugbo So̩lo̩mo̩n onu, i la fʼuko̩lo̩-wñ che chaka."
1KI,7,15,"Todu owñ nʼebijeikpa chʼebije meji ki dago waala, o̩gbaʼka-wñ chʼohibo̩wo̩ me̩gwe̩jo̩: iku ki chʼohibo̩wo̩ me̩gweji tak i alʼoka-wñ daka. Ejeji-wñ chʼokujo̩."
1KI,7,16,"Tak i nʼebijeikpa da ukata meji kʼi du gugu oj e̩wñ ebijeikpa meji ki dago waala le̩; o̩gba ukata oka chʼo̩hibo̩wo̩ me̩lu, o̩gba ukata ekeji laño̩ chʼo̩hibo̩wo̩ me̩lu ge̩."
1KI,7,17,"E̩wñ ki dab iga jʼo̩mo̩, kpai iyagba ku ma ko chʼo̩ñwe̩ nyʼu, todu ukata ki jʼoji ebije ki dago waala le̩: ebie chʼutodu ukataʼka, ebie la chʼutodu ukata ekeji."
1KI,7,18,Abe̩le̩ i fʼebije ki dago waala le̩ che; oñ i fʼo̩gba po̩me̩grane̩t meji chenyʼoj iga kʼi bʼoji ukata kʼi nʼoji ebije ki dago waala le̩ ma; abe̩le̩ i ño̩ che todu ukata ekeji ge̩.
1KI,7,19,"Oñ ma che uko̩lo̩ ukata ki bʼoji ebije ki dago waala le̩ ef agbaru le̩ ma kʼi dabu odo-do ku ma do̩ ko̩ lili, i chʼohibo̩wo̩ me̩le̩."
1KI,7,20,"Oñ ukata ukata ño̩ nʼoji ebije ki dago waala meji le̩ ate̩, ame̩ru ugbo efu-wñ kʼiga le̩ yamo̩: oñ po̩me̩grane̩t ki lʼukata ekeji le̩ daka o̩gba o̩gba chʼo̩gwo̩ko̩."
1KI,7,21,"Tak i mʼe̩wñ ebije ekpikpa waala le̩ ko dago ugbo agbaru unyi e̩gahi le̩; i la dʼebije waala e-o̩wo̩ awo̩to̩ dago, oñ i dʼodu-wñ ko̩ Jakin, tak i dʼebije waala e-o̩wo̩ awohi dago, oñ i dʼodu-wñ ko̩ Boaz."
1KI,7,22,Ma che uko̩lo̩ oj ebije ki dago waala le̩ dabu ododo lili ge̩; abe̩le̩ taku ma fʼuko̩lo̩ ebije ki dago waala le̩ chekpa.
1KI,7,23,"Tak i fʼebije da kʼomi agba gu ef uwñ; akwo alu-wñ ejemi tʼejano̩mo̩-wñ chʼohibo̩wo̩ me̩gwa, i chʼokokolo, o̩gba-wñ la chʼohibo̩wo̩ me̩lu; iku ki alʼo̩ de chʼohibo̩wo̩ ogue̩gwa."
1KI,7,24,"Tak o̩gane̩ eti-wñ ki kama le̩, ikoko ne daka, e̩gwa-wñ jʼef ohibo̩wo̩ʼka, abe̩le̩ ma le e̩gbagu omi le̩ daka, ikoko le̩ chʼo̩gba o̩gba meji, ma fʼu da manyʼu e̩gba ku ma da onugo e̩wñ e̩gbagu omi le̩."
1KI,7,25,"E-le̩ nʼubi amokuno̩ me̩gweji, okuno̩ me̩ta kpejurʼo̩wo̩ o̩pata ate̩, e̩ta-wñ la kpejurʼo̩wo̩ olane̩, e̩ta-wñ kpejurʼo̩wo̩ o̩pata o̩gane̩, e̩ta-wñ la kpejurʼo̩wo̩ olodudu; taku ma du e̩wñ e̩gbagu omi le̩ nʼuma ubi, ofe-ma chaka jʼejefu."
1KI,7,26,"Ukpa-wñ chʼadaba o̩wo̩ʼka; ma fʼuko̩lo̩ eti-wñ che dab eti ago, dabe̩ne̩ kʼeli ododo lili; i aje̩ dabe̩ne̩ kʼotube̩ icham nyʼo̩gwo̩ko̩ meji."
1KI,7,27,"Tak i nʼebijeikpa che o̩ka me̩gwa; ujiji o̩kaʼka chʼohibo̩wo̩ me̩le̩, unabe̩-wñ la chʼohibo̩wo̩ me̩le̩, o̩gba-wñ chʼohibo̩wo̩ me̩ta."
1KI,7,28,Alu kʼuko̩lo̩ o̩ka-wñ le̩ la de̩ de̩: i chenʼe̩wñ ki yamo̩ iba-wñ lale; e̩wñ ki yamo̩ le̩ tʼagbagba ukpa ku ma bu tʼeti-wñ ate̩ kpai o̩gane̩;
1KI,7,29,oñ amidu kpai amokuno̩ kpai amiche̩rub jʼo̩la e̩wñ ki yamo̩ iba-wñ ki tʼagbagba ukpa eti-wñ le̩; oñ ma fʼe̩wñ che dab akete oj ukpa eti-wñ ate̩; tak o̩gane̩ amidu kpai amokuno̩ ma fʼe̩wñ kʼuko̩lo̩-wñ dab iyagba che lo̩ko̩li lʼo̩la-wñ daka.
1KI,7,30,"O̩ka-wñ okoka le̩ nʼo̩da me̩le̩ ku ma nʼebije ekpikpa che; ebije ugbadu ne̩ ki tunyʼo̩da-wñ chʼebijeikpa ge̩. E̩re̩-wñ me̩le̩ ne̩ o̩papata ojika. Ma fʼika-wñ le̩ damanyʼu ofe ukpachi ugwo̩wo̩, iyagba jʼo̩la-wñ okoke lale."
1KI,7,31,"Oñ unabe̩ alu-wñ ef ukata-wñ kpai ate̩-wñ le̩ chʼohibo̩wo̩ʼka; ma la fʼalu-wñ che okokolo dabe̩ne̩ kʼakete okokolo ku ma kʼe̩wñ no, ohibo̩wo̩ʼka kpai ukpe̩reji; alu-wñ ño̩ chʼe̩kina ge̩, iba-wñ la chʼago̩go̩ me̩le̩, e-le̩ ño̩ chʼokokolo ge̩ n."
1KI,7,32,O̩da-wñ me̩le̩ la jʼo̩gane̩ iba-wñ le̩; iwili o̩da-wñ la tunyʼofe-wñ: o̩gba o̩da le̩ oka chʼohibo̩wo̩ʼka kpai ukpe̩reji.
1KI,7,33,"Uko̩lo̩ o̩da le̩ dabe̩ne̩ kʼuko̩lo̩ o̩da o̩ko̩ogu, ugbo̩lo̩-wñ, kpai fo̩m, kpʼiwili-wñ, kpai o̩da-wñ chʼuko̩lo̩ o̩na eda."
1KI,7,34,O̩papata ojika me̩le̩ la jo̩ ago̩go̩ me̩le̩ o̩ka o̩ka le̩: o̩papata ojika-wñ chʼe̩re̩ʼka kpai o̩ka onugo.
1KI,7,35,Ugele-wñ okokolo ne oj o̩ka le̩ kʼo̩gba-wñ chʼukpe̩re-ji ohibo̩wo̩; agbamune̩ e̩wñ ki jʼoji o̩ka le̩ kpʼiba-wñ chʼe̩re̩ oka kpai owñ.
1KI,7,36,"Tak i fʼamiche̩rub kpai amidu kpai oli ki dab e̩kpe̩ kina nyʼo̩la alo agbamune̩-wñ le̩, kpai iba-wñ lale, alu kʼoka oka-wñ nʼuña, oñ iyagba iyagba lʼo daka."
1KI,7,37,"Alu kʼi che oka me̩gwa le̩ de̩: i fʼo̩chaka-wñ da e̩re̩ onu kate, e̩ñwa-wñ chʼe̩re̩ʼka, o̩la-wñ la chʼe̩re̩ʼka ge̩."
1KI,7,38,Tak i nʼebije ekpikpa che ukpachi ugwo̩wo̩ me̩gwa: ukpachi-wñ oka aje̩ otube̩ o̩gbo̩ meji; ukpachi ugwo̩wo̩ le̩ okoka chʼohibo̩wo̩ me̩le̩; ukpachi ugwo̩wo̩ le̩ la nʼoji o̩ka me̩gwa le̩ okoka lale.
1KI,7,39,"Tak i mʼo̩ka me̩lu ko dago o̩wo̩ awo̩to̩ unyi le̩, oñ o̩ka-wñ me̩lu i ko jʼo̩wo̩ awohi unyi le̩ ge̩; tak i mʼe̩wñ e̩gbagu omi le̩ du gugu o̩wo̩ awo̩to̩ unyi le̩, o̩wo̩ olodudu-wñ me̩ru o̩pata o̩gane̩."
1KI,7,40,Hairam la fʼukpachi ugwo̩wo̩ kpai uko̩che̩ kpai ochibu-wñ che. Abe̩le̩ Hairam fʼuko̩lo̩ du kʼi ache tod onu So̩lo̩mo̩n ef unyi Jihofa le̩ che kpoji;
1KI,7,41,"ebije ki dago waala meji le̩, kpai ugba meji todu ukata ki jʼoji ebije ki dago waala le̩; kpai uko̩lo̩ ku ma che dab iga meji le̩ kʼi bʼoji ugba ukata ki jʼoj ebije ki dago waala meji le̩ ma;"
1KI,7,42,"kpai po̩me̩grane̩t ulo̩ko̩ todu iga meji le̩; po̩me̩grane̩t jʼo̩la igaʼka o̩gba o̩gba ugbo meji, todu kʼi bʼoji ugba ukata meji ki jʼoji ebijeikpa ki dago waala le̩ ma;"
1KI,7,43,"kpai o̩ka me̩gwa le̩, kpai ukpachi ugwo̩wo̩ me̩gwa ki nʼoji o̩ka le̩;"
1KI,7,44,"kpai e̩wñ e̩gbagu omi oka le̩, kpʼamokuno̩ me̩gweji ki jʼofe e̩wñ e̩gbagu omi le̩."
1KI,7,45,"Ucha-wñ kpʼuko̩che̩-wñ kpʼochibu-wñ, e̩wñ eku le̩ du e-ki Hairam che todu So̩lo̩mo̩n onu ef unyi Jihofa chʼebije ekpikpa ku ma gwe̩ hiolo."
1KI,7,46,"Onu fʼo̩na e̩wñ le̩ du da egbili Jo̩rdan, ane̩ etulu ki dʼagbagba Suko̩t kpai Zaretan."
1KI,7,47,"So̩lo̩mon la tʼe̩wñ eku le̩ eñwa go no̩, todabu kʼi wewe tabale. Ma la tejane̩ alu kʼuwoji ebijeikpa-wñ de̩ n."
1KI,7,48,"So̩lo̩mo̩n la fʼe̩wñ eku du ki jʼef unyi Jihofa le̩ che: ubo̩ iche̩bo̩ o̩jamalia le̩, kpʼitebulu ku ma kʼakala eju jʼoji-wñ, o̩jamalia abʼe-le̩ che;"
1KI,7,49,"kpʼakete agege le̩, e̩lu jʼo̩wo̩ awo̩to̩, e̩lu la jʼo̩wo̩ awohi, o̩gba uña kiafo̩ le̩, o̩jamalia hiolo e-le̩ che; kpʼododo-wñ, kpʼagege-wñ, kpʼalapa-wñ, chʼo̩jamalia;"
1KI,7,50,"kpʼagowñ kpʼe̩wñ ku ma ne̩ kpʼuna-wñ lu kpʼochibu-wñ kpʼuko̩de̩-wñ kpʼaido-wñ, e-le̩ chʼo̩jamalia hiolo; kpʼukodo-wñ, tʼe-ki chʼutodu olugbana unyi ejefu, uña kiafo̩ e-efo̩ le̩, kpai todu olugbana unyi, ki chʼunyi e̩gahi onugo, e-o̩jamalia i che."
1KI,7,51,"Abe̩le̩ uko̩lo̩ du ku So̩lo̩mo̩n onu che ef unyi Jihofa takpa. Taku So̩lo̩mo̩n mʼe̩wñ du ki Defid, ata-wñ che ki fo̩ le̩ ko wa, ajifa kpʼo̩jamalia le̩ kpʼe̩wñ eku-wñ, oñ i mʼu ko jʼef o̩pata unyi ef unyi Jihofa le̩."
1KI,8,1,"Taku So̩lo̩mo̩n kʼabogijo Israe̩l kpai amuto̩gba o̩lo̩pu, o̩lo̩pu, owñ chʼamidachi ef amata amo̩ma Israe̩l, jeju ugbo So̩lo̩mo̩n onu. Je̩rusale̩m, kʼama ki dʼakpati alo Jihofa kwef ewo Defid, Zayo̩n, wa."
1KI,8,2,"Oñ aboke̩le̩ Israe̩l chaka kʼo̩la-ma wa jeju ugbo So̩lo̩mo̩n onu ugbo uje̩wñ uyo̩ ochu E̩tanim, owñ chʼochu e̩kebie."
1KI,8,3,"Oñ abogijo Israe̩l chaka lewa, tak amata-ma mʼakpati le̩ du."
1KI,8,4,"Oñ ma dʼakpati Jihofa le̩ wa, kpai unyabo ujeju, kpai e̩wñ eku kiafo̩ chaka ki jʼef unyabo le̩; e̩wñ le̩ amatama kpai abo Lifai muko wa."
1KI,8,5,"Oñ So̩lo̩mo̩n onu kpai abo̩gbadu Israe̩l chaka, ku ma jeju wʼugbo-wñ le̩, jo̩ kpʼowñ o̩gba akpati le̩ akpa ame̩wño̩re̩ egini kpai amokuno̩ ku ma ma neke kʼaluka uwewe-ma n, ma la neke lo dama n."
1KI,8,6,"Tak amatama dʼakpati alo Jihofa wʼuña-wñ ef uña e̩gahi unyi le̩, tef uña kiafo̩ e-efo̩, owñ chʼofe ika amiche̩rub le̩."
1KI,8,7,"Todu amiche̩rub nʼika-ma dala oji uña akpati le̩, oñ amiche̩rub le̩ bʼoji akpati le̩ kpai oli ugbo̩lo̩-wñ ate̩ ma."
1KI,8,8,Oñ ujiji oli ugbo̩lo̩-wñ je̩ ñwu ma li oji-wñ ef uña kiafo̩ ki dʼo̩gba uña e̩gahi le̩: ma muda ali o̩do̩da n. O̩mo̩ i la jo̩ tʼeñini.
1KI,8,9,"E̩wñ du la dʼef akpati le̩ n, chai alo okuta meji ku Mose̩s ko jʼo̩mo̩ Ho̩re̩b le̩, owñ chʼe̩gba ki Jihofa kpʼalo kpai amo̩ma Israe̩l, e̩gba ku ma kwʼoj ane̩ Ijipti wa le̩."
1KI,8,10,"Oñ i lewatu, e̩gba kʼamatama kwʼef uña kiafo̩ dufu, kʼakpa le̩ che̩ko̩ ef unyi Jihofa,"
1KI,8,11,"abe̩le̩ amatama la neke dago ache e̩wñ-ma n, todu akpa le̩: todu ojima Jihofa che̩ko̩ ef unyi Jihofa."
1KI,8,12,"Taku So̩lo̩mo̩n ko̩la kakini,"
1KI,8,13,"Omi la fʼunyi ugbo kʼe̩ dodo ef uwñ i ko̩ ñw e̩ ochochi,"
1KI,8,14,Tak onu mʼeju-wñ rida oñ i kadua ñw abo ujeju Israe̩l le̩ chaka: oñ abo ujeju Israe̩l chaka kwodago.
1KI,8,15,"Tak i kakini, Jihofa ki nʼele, owñ chʼO̩jo̩ e-Israe̩l e-ki nʼalu-wñ ko̩la ñw ata-mi Defid, kʼi laño̩ nʼo̩wo̩-wñ che alu kʼi ka, kakini,"
1KI,8,16,"Akwʼo̩jo̩ kʼu kʼamone̩-mi Israe̩l kwʼIjipti dufu omi dʼewoʼku ef o̩lo̩pu o̩lo̩pu Israe̩l du kʼu ko̩ unyi o̩mo̩ n, todu kʼodu-mi ki dʼugbo le̩ n; u rnuda chi Defid kʼamone̩-mi Israe̩l-i ki jʼef o̩wo̩-wñ."
1KI,8,17,"I la dʼef e̩do̩ Defid, ata-mi kʼi kʼunyi tod odu Jihofa, O̩jo̩ e-Israe̩l."
1KI,8,18,"Ama Jihofa ka ñwu Defid, ata-mi, kakini, Abu kʼi dʼef e̩do̩-we̩ kʼe̩ kʼunyi tod odu-mi le̩, o̩me̩me̩le̩ e̩ che todubu kʼi dʼe̩do̩-we̩ le̩."
1KI,8,19,"I muda chʼuwe̩ akʼunyi le̩ n; chai o̩ma-we̩ kʼi akwʼef uta-we̩ dufu, owñ le̩ akʼunyi tod odu-mi."
1KI,8,20,"Jihofa la che teju o̩la kʼi ka le̩ me̩; todu omi kwane̩ e̩gu Defid, ata-mi, u la gugu oj ede Israe̩l alu ki Jihofa katane̩ le̩; u la fʼunyi le̩ ko̩ todu odu Jihofa, ki chʼO̩jo̩ Israe̩l."
1KI,8,21,"O̩mo̩ le̩ omi la bʼuña ukpati-wñ te̩, owñ chʼe-kʼalo Jihofa kʼi kpe̩ kpai amata-wa e̩gba kʼi ko ma kwʼIjipti dufu le̩ dʼef uwñ."
1KI,8,22,"Taku So̩lo̩mo̩n kwodago o̩gba ubo̩ iche̩bo̩ Jihofa eju abo ujeju Israe̩l chaka, oñ i fʼo̩wo̩-wñ nadala rʼo̩wo̩ efojale;"
1KI,8,23,"tak i kakini, O Jihofa, O̩jo̩ e-Israe̩l, O̩jo̩ du ki dab uwe̩ efojale ate̩ kpai ile̩ o̩gane̩-i do̩mo̩ n; uwe̩ kʼe̩ de alo kʼe̩ kpe̩ kpʼufe̩de̩nyo̩ ugbo amadu-we̩ ku ma lule̩ o̩gba-we̩ kpai e̩do̩-ma chaka,"
1KI,8,24,"uwe̩ kʼe̩ fʼe̩wñ kʼe̩ katane̩ ñw adu-we̩ Defid ata-mi de: ochochi, uwe̩ nʼalu-we̩ ko̩la, tak e̩ nʼo̩wo̩-we̩ che teju-wñ alu ki de̩ eñini-i."
1KI,8,25,"Todule̩, O Jihofa, O̩jo̩ e-Israe̩l, e̩ nafʼe̩wñ kʼe̩ katane̩ ñw u le̩ de ñwʼadu-we̩ Defid, ata-mi, kakini, One̩ kʼi agugu oj ede Israe̩l, añʼuwe̩ o̩gba-mi n; amo̩ma-we̩ ki nago o̩na ku ma le dee, kʼama ki lule̩ o̩gba-mi alu kʼe̩ te̩te̩lule̩ o̩gba-mi le̩."
